GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
sweethome3d,com.eteks.sweethome3d,SweetHome3D.7.new Runnable() {...},11,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d,MacOSXConfiguration.new MenuListener() {...},83,0,8,0,19,0,8,0,4,0
sweethome3d,com.eteks.sweethome3d,MacOSXConfiguration.new ResourceAction() {...},34,0,2,0,5,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d,MacOSXConfiguration.new ResourceAction() {...},56,0,6,0,12,0,5,0,2,0
sweethome3d,com.eteks.sweethome3d,MacOSXConfiguration.new Runnable() {...},47,0,0,0,8,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d,MacOSXConfiguration.new ResourceAction() {...},15,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d,MacOSXConfiguration.new ApplicationAdapter() {...},110,0,12,0,27,0,13,0,7,0
sweethome3d,com.eteks.sweethome3d,MacOSXConfiguration.new CollectionListener() {...},25,0,2,0,6,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d,HomeFramePane,480,24,46,2,89,7,28,2,5,1
sweethome3d,com.eteks.sweethome3d,SweetHome3D.2.new Runnable() {...},16,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d,MacOSXConfiguration,219,3,14,0,44,1,10,1,3,1
sweethome3d,com.eteks.sweethome3d,SweetHome3DBootstrap,211,3,2,0,22,1,2,1,1,1
sweethome3d,com.eteks.sweethome3d,SweetHome3D.StandaloneSingleInstanceService,146,0,12,0,44,0,11,0,5,0
sweethome3d,com.eteks.sweethome3d,SweetHome3D.new Runnable() {...},15,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d,SweetHome3D.new CollectionListener() {...},51,0,12,0,10,0,8,0,2,0
sweethome3d,com.eteks.sweethome3d,SweetHome3D.new SingleInstanceListener() {...},13,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d,SweetHome3D.new CollectionListener() {...},99,0,13,0,23,0,9,0,2,0
sweethome3d,com.eteks.sweethome3d,SweetHome3D.new CollectionListener() {...},23,0,4,0,6,0,4,0,2,0
sweethome3d,com.eteks.sweethome3d,SweetHome3D.new Runnable() {...},55,0,4,0,8,0,4,0,2,0
sweethome3d,com.eteks.sweethome3d,SweetHome3D.new PropertyChangeListener() {...},23,0,0,0,4,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d,SweetHome3D.new Component3DManager.RenderingErrorObserver() {...},26,0,0,0,4,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d,SweetHome3D.StandaloneSingleInstanceService.new Runnable() {...},68,0,2,0,14,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d,MacOSXConfiguration.7.new AbstractAction() {...},14,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.applet,AppletApplication.2.new ActionListener() {...},59,0,4,0,8,0,4,0,2,0
sweethome3d,com.eteks.sweethome3d.applet,AppletContentManager,218,0,26,0,50,0,19,0,6,0
sweethome3d,com.eteks.sweethome3d.applet,HomeAppletRecorder,318,101,17,5,62,28,11,7,1,6
sweethome3d,com.eteks.sweethome3d.applet,AppletApplication.StandaloneServiceManager,29,0,2,0,7,0,4,0,3,0
sweethome3d,com.eteks.sweethome3d.applet,AppletApplication.4.new Runnable() {...},11,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.applet,ViewerHelper.new ThreadedTaskController.ExceptionHandler() {...},41,0,4,0,7,0,4,0,2,0
sweethome3d,com.eteks.sweethome3d.applet,ViewerHelper.new Callable() {...},42,0,0,0,4,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.applet,ViewerHelper.new ViewFactory() {...},139,0,0,0,31,0,26,0,26,0
sweethome3d,com.eteks.sweethome3d.applet,ViewerHelper.new UserPreferences() {...},44,0,0,0,9,0,9,0,9,0
sweethome3d,com.eteks.sweethome3d.applet,ViewerHelper.new Runnable() {...},40,0,0,0,5,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.applet,ViewerHelper.new Component3DManager.RenderingErrorObserver() {...},32,0,0,0,4,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.applet,AppletUserPreferences.3.new Runnable() {...},21,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.applet,ViewerHelper.5.new Runnable() {...},21,0,0,0,4,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.applet,AppletUserPreferences,769,0,50,0,177,0,44,0,19,0
sweethome3d,com.eteks.sweethome3d.applet,AppletApplication.new Runnable() {...},48,0,2,0,7,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.applet,AppletApplication.new CollectionListener() {...},78,0,10,0,18,0,7,0,2,0
sweethome3d,com.eteks.sweethome3d.applet,AppletApplication.new Component3DManager.RenderingErrorObserver() {...},26,0,0,0,4,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.applet,AppletApplication.new Executor() {...},9,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.applet,SweetHome3DViewer,328,0,14,0,59,0,14,0,7,0
sweethome3d,com.eteks.sweethome3d.applet,AppletUserPreferences.new Runnable() {...},54,0,4,0,9,0,4,0,2,0
sweethome3d,com.eteks.sweethome3d.applet,AppletUserPreferences.new Runnable() {...},54,0,4,0,9,0,4,0,2,0
sweethome3d,com.eteks.sweethome3d.applet,AppletUserPreferences.new PropertyChangeListener() {...},10,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.applet,AppletUserPreferences.new Executor() {...},9,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.applet,HomeAppletController,170,0,2,0,40,0,7,0,6,0
sweethome3d,com.eteks.sweethome3d.applet,ViewerHelper,248,2,16,0,62,1,14,1,6,1
sweethome3d,com.eteks.sweethome3d.applet,AppletApplication.AppletBasicService,22,0,0,0,9,0,5,0,5,0
sweethome3d,com.eteks.sweethome3d.applet,HomeAppletController.new Runnable() {...},10,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.applet,HomeAppletController.new Callable() {...},21,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.applet,HomeAppletController.new Runnable() {...},10,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.applet,HomeAppletController.new ThreadedTaskController.ExceptionHandler() {...},39,0,4,0,8,0,4,0,2,0
sweethome3d,com.eteks.sweethome3d.applet,HomeAppletController.new UserPreferencesController() {...},20,0,2,0,4,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.applet,SweetHome3DApplet,553,0,36,0,110,0,31,0,13,0
sweethome3d,com.eteks.sweethome3d.applet,AppletUserPreferences.4.new Runnable() {...},21,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.applet,AppletApplication,1174,0,150,0,270,0,98,0,23,0
sweethome3d,com.eteks.sweethome3d.applet,ViewerHelper.2.new ThreadedTaskPanel() {...},41,0,4,0,8,0,4,0,2,0
sweethome3d,com.eteks.sweethome3d.applet,ViewerHelper.2.new AbstractAction() {...},27,0,2,0,5,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.tools,OperatingSystem.new FileFilter() {...},15,0,4,0,3,0,4,0,2,0
sweethome3d,com.eteks.sweethome3d.tools,OperatingSystem.new TimerTask() {...},18,0,0,0,4,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.tools,OperatingSystem.new TimerTask() {...},61,0,8,0,10,0,6,0,2,0
sweethome3d,com.eteks.sweethome3d.tools,ResourceURLContent,44,75,9,5,9,20,5,9,0,7
sweethome3d,com.eteks.sweethome3d.tools,OperatingSystem,268,0,30,0,67,0,24,0,9,0
sweethome3d,com.eteks.sweethome3d.tools,TemporaryURLContent,51,20,7,3,14,7,4,3,0,2
sweethome3d,com.eteks.sweethome3d.tools,OperatingSystem.MacOSXFileManager,4,0,0,0,1,0,1,0,1,0
sweethome3d,com.eteks.sweethome3d.tools,URLContent,38,62,5,7,6,18,5,9,1,7
sweethome3d,com.eteks.sweethome3d.tools,ExtensionsClassLoader,391,241,55,29,86,60,36,14,1,7
sweethome3d,com.eteks.sweethome3d.j3d,Room3D,1825,684,266,69,255,156,159,27,6,12
sweethome3d,com.eteks.sweethome3d.j3d,TextureManager,392,0,40,0,101,0,31,0,11,0
sweethome3d,com.eteks.sweethome3d.j3d,PhotoRenderer.BufferedImageDisplay,320,0,34,0,42,0,25,0,8,0
sweethome3d,com.eteks.sweethome3d.j3d,ModelManager.SVGPathSupport,26,0,0,0,7,0,1,0,1,0
sweethome3d,com.eteks.sweethome3d.j3d,Object3DBranch,0,215,0,6,0,33,0,7,0,4
sweethome3d,com.eteks.sweethome3d.j3d,Object3DBranchFactory,22,31,1,5,2,6,1,4,0,2
sweethome3d,com.eteks.sweethome3d.j3d,PhotoRenderer.SphereLightWithNoRepresentation,0,5,0,0,0,2,0,2,0,2
sweethome3d,com.eteks.sweethome3d.j3d,PhotoRenderer.BufferedImageDisplay.new Runnable() {...},40,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.j3d,Component3DManager.RenderingErrorListenerManager.new RenderingErrorListener() {...},14,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D.LightSelectionListener,27,0,2,0,9,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.j3d,Component3DManager,315,30,29,3,88,11,25,3,9,3
sweethome3d,com.eteks.sweethome3d.j3d,OBJWriter,3636,338,321,45,490,82,186,30,18,15
sweethome3d,com.eteks.sweethome3d.j3d,OBJWriter.ComparableAppearance,394,0,86,0,103,0,47,0,4,0
sweethome3d,com.eteks.sweethome3d.j3d,Wall3D,2100,798,225,43,313,148,131,25,7,15
sweethome3d,com.eteks.sweethome3d.j3d,PhotoRenderer.Quality,0,24,0,0,0,1,0,1,0,1
sweethome3d,com.eteks.sweethome3d.j3d,Room3D.new TextureManager.TextureObserver() {...},14,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.j3d,OBJLoader,1931,0,268,0,444,0,153,0,18,0
sweethome3d,com.eteks.sweethome3d.j3d,TextureManager.TextureKey,144,0,22,0,35,0,17,0,6,0
sweethome3d,com.eteks.sweethome3d.j3d,TextureManager.new Runnable() {...},27,0,0,0,4,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.j3d,ModelManager.2.new OutputStream() {...},7,0,0,0,2,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.j3d,PhotoRenderer,3149,1151,312,102,455,237,201,28,10,11
sweethome3d,com.eteks.sweethome3d.j3d,PhotoRenderer.new Object3DBranchFactory() {...},7,22,2,2,1,3,2,2,0,2
sweethome3d,com.eteks.sweethome3d.j3d,TextureManager.1.new Runnable() {...},33,0,2,0,5,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.j3d,ModelManager.1.new Runnable() {...},33,0,2,0,5,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.j3d,ModelManager.1.new Runnable() {...},38,0,2,0,5,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.j3d,Ground3D.new TextureManager.TextureObserver() {...},14,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.j3d,Ground3D.new Comparator() {...},0,13,0,0,0,2,0,2,0,2
sweethome3d,com.eteks.sweethome3d.j3d,Wall3D.DoorOrWindowArea,15,0,0,0,6,0,3,0,3,0
sweethome3d,com.eteks.sweethome3d.j3d,ModelManager.new Runnable() {...},47,0,0,0,10,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.j3d,ModelManager.new Loader3DS() {...},63,0,4,0,16,0,4,0,2,0
sweethome3d,com.eteks.sweethome3d.j3d,ModelManager.new Comparator() {...},34,0,2,0,4,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.j3d,ModelManager,3340,79,347,5,626,21,211,4,33,4
sweethome3d,com.eteks.sweethome3d.j3d,Wall3D.new TextureManager.TextureObserver() {...},14,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.j3d,Wall3D.new Comparator() {...},26,0,4,0,8,0,4,0,2,0
sweethome3d,com.eteks.sweethome3d.j3d,OBJLoader.Line,6,0,0,0,2,0,1,0,1,0
sweethome3d,com.eteks.sweethome3d.j3d,DAELoader.DAEHandler,2888,127,468,0,530,28,250,1,16,1
sweethome3d,com.eteks.sweethome3d.j3d,Component3DManager.RenderingErrorListenerManager,14,0,2,0,5,0,2,0,1,0
sweethome3d,com.eteks.sweethome3d.j3d,OBJLoader.Group,30,0,0,0,11,0,6,0,6,0
sweethome3d,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D.DefaultMaterialAndTexture,45,0,0,0,14,0,7,0,7,0
sweethome3d,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D.new ModelManager.ModelObserver() {...},35,15,0,0,6,1,2,1,2,1
sweethome3d,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D.new TextureManager.TextureObserver() {...},29,0,2,0,6,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.j3d,DAELoader,79,68,0,4,18,20,0,8,0,6
sweethome3d,com.eteks.sweethome3d.j3d,DAELoader.DAEHandler.new Runnable() {...},23,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.j3d,DAELoader.DAEHandler.new Runnable() {...},74,0,6,0,12,0,5,0,2,0
sweethome3d,com.eteks.sweethome3d.j3d,DAELoader.DAEHandler.new Runnable() {...},21,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.j3d,DAELoader.DAEHandler.new Runnable() {...},51,0,2,0,8,0,3,0,2,0
sweethome3d,com.eteks.sweethome3d.j3d,DAELoader.DAEHandler.new Runnable() {...},78,0,10,0,14,0,8,0,3,0
sweethome3d,com.eteks.sweethome3d.j3d,HomePieceOfFurniture3D,1432,348,201,17,311,96,124,11,18,8
sweethome3d,com.eteks.sweethome3d.j3d,OBJMaterial,0,97,0,12,0,25,0,17,0,11
sweethome3d,com.eteks.sweethome3d.j3d,Component3DManager.new Component3DManager.RenderingErrorObserver() {...},13,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.j3d,Component3DManager.new Canvas3D() {...},35,0,6,0,10,0,7,0,4,0
sweethome3d,com.eteks.sweethome3d.j3d,OBJLoader.Face,46,0,8,0,8,0,7,0,3,0
sweethome3d,com.eteks.sweethome3d.j3d,OBJLoader.Geometry,75,0,10,0,14,0,10,0,5,0
sweethome3d,com.eteks.sweethome3d.j3d,Ground3D,705,718,67,49,98,139,46,20,2,6
sweethome3d,com.eteks.sweethome3d.j3d,PhotoRenderer.TransparentTextureKey,35,0,4,0,6,0,5,0,3,0
sweethome3d,com.eteks.sweethome3d.j3d,PhotoRenderer.Triangle,22,194,14,16,3,25,11,7,0,3
sweethome3d,com.eteks.sweethome3d.model,UserPreferences.new PropertyResourceBundle() {...},14,0,0,0,3,0,1,0,1,0
sweethome3d,com.eteks.sweethome3d.model,HomePrint,0,81,0,0,0,28,0,14,0,14
sweethome3d,com.eteks.sweethome3d.model,UserPreferences,983,19,92,0,237,4,106,1,60,1
sweethome3d,com.eteks.sweethome3d.model,RecorderException,7,5,0,0,4,2,2,1,2,1
sweethome3d,com.eteks.sweethome3d.model,HomeTexture,2,97,4,10,1,22,4,11,0,8
sweethome3d,com.eteks.sweethome3d.model,DimensionLine,15,694,0,24,5,107,1,41,1,29
sweethome3d,com.eteks.sweethome3d.model,Label.Property,0,64,0,0,0,1,0,1,0,1
sweethome3d,com.eteks.sweethome3d.model,Compass.GeographicPoint,0,15,0,0,0,6,0,3,0,3
sweethome3d,com.eteks.sweethome3d.model,SelectionEvent,0,10,0,0,0,4,0,2,0,2
sweethome3d,com.eteks.sweethome3d.model,HomeEnvironment.DrawingMode,0,34,0,0,0,2,0,1,0,1
sweethome3d,com.eteks.sweethome3d.model,ObserverCamera,9,417,0,16,3,90,1,27,1,19
sweethome3d,com.eteks.sweethome3d.model,HomeDoorOrWindow,3,97,1,9,1,32,1,16,0,12
sweethome3d,com.eteks.sweethome3d.model,FurnitureCategory,6,121,0,8,1,31,0,17,0,13
sweethome3d,com.eteks.sweethome3d.model,HomeEnvironment,59,573,5,47,21,167,4,71,1,48
sweethome3d,com.eteks.sweethome3d.model,Level.Property,0,64,0,0,0,1,0,1,0,1
sweethome3d,com.eteks.sweethome3d.model,Home.Property,0,124,0,0,0,3,0,1,0,1
sweethome3d,com.eteks.sweethome3d.model,Label,20,272,3,19,6,60,3,30,1,21
sweethome3d,com.eteks.sweethome3d.model,CatalogPieceOfFurniture,5,603,1,7,1,95,2,50,1,47
sweethome3d,com.eteks.sweethome3d.model,HomeApplication,48,44,2,0,13,9,7,4,6,4
sweethome3d,com.eteks.sweethome3d.model,LengthUnit.MeterFamilyFormat,40,0,2,0,9,0,5,0,4,0
sweethome3d,com.eteks.sweethome3d.model,Compass.Property,0,84,0,0,0,1,0,1,0,1
sweethome3d,com.eteks.sweethome3d.model,LengthUnit.SquareMeterAreaFormatWithUnit,19,0,0,0,3,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.model,TexturesCategory,11,116,0,8,2,30,0,17,0,13
sweethome3d,com.eteks.sweethome3d.model,BackgroundImage,0,103,0,4,0,25,0,15,0,13
sweethome3d,com.eteks.sweethome3d.model,AspectRatio,0,97,0,0,0,12,0,3,0,3
sweethome3d,com.eteks.sweethome3d.model,LengthUnit.4.new DecimalFormat() {...},15,0,0,0,2,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.model,LengthUnit,0,129,0,14,0,26,0,14,0,7
sweethome3d,com.eteks.sweethome3d.model,LengthUnit.4.new DecimalFormat() {...},510,0,54,0,82,0,31,0,4,0
sweethome3d,com.eteks.sweethome3d.model,Home,799,1417,106,84,138,341,69,119,2,91
sweethome3d,com.eteks.sweethome3d.model,HomeEnvironment.Property,0,204,0,0,0,4,0,1,0,1
sweethome3d,com.eteks.sweethome3d.model,HomePieceOfFurniture,416,1373,72,88,57,273,57,105,10,72
sweethome3d,com.eteks.sweethome3d.model,HomePieceOfFurniture.SortableProperty,0,194,0,0,0,3,0,1,0,1
sweethome3d,com.eteks.sweethome3d.model,TextStyle,15,140,1,19,5,34,2,21,1,12
sweethome3d,com.eteks.sweethome3d.model,HomeRecorder.Type,0,24,0,0,0,3,0,1,0,1
sweethome3d,com.eteks.sweethome3d.model,CollectionChangeSupport,0,72,0,4,0,17,0,7,0,5
sweethome3d,com.eteks.sweethome3d.model,Compass,32,6024,10,38,10,784,10,45,1,30
sweethome3d,com.eteks.sweethome3d.model,CatalogLight,3,133,1,1,1,13,1,6,0,6
sweethome3d,com.eteks.sweethome3d.model,InterruptedRecorderException,7,0,0,0,4,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.model,IllegalHomonymException,7,0,0,0,4,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.model,HomePieceOfFurniture.new Comparator() {...},6,3,0,0,1,1,1,1,1,1
sweethome3d,com.eteks.sweethome3d.model,HomePieceOfFurniture.new Comparator() {...},6,3,0,0,1,1,1,1,1,1
sweethome3d,com.eteks.sweethome3d.model,HomePieceOfFurniture.new Comparator() {...},6,3,0,0,1,1,1,1,1,1
sweethome3d,com.eteks.sweethome3d.model,HomePieceOfFurniture.new Comparator() {...},6,3,0,0,1,1,1,1,1,1
sweethome3d,com.eteks.sweethome3d.model,HomePieceOfFurniture.new Comparator() {...},6,3,0,0,1,1,1,1,1,1
sweethome3d,com.eteks.sweethome3d.model,HomePieceOfFurniture.new Comparator() {...},6,3,0,0,1,1,1,1,1,1
sweethome3d,com.eteks.sweethome3d.model,HomePieceOfFurniture.new Comparator() {...},6,3,0,0,1,1,1,1,1,1
sweethome3d,com.eteks.sweethome3d.model,HomePieceOfFurniture.new Comparator() {...},6,3,0,0,1,1,1,1,1,1
sweethome3d,com.eteks.sweethome3d.model,HomePieceOfFurniture.new Comparator() {...},6,3,0,0,1,1,1,1,1,1
sweethome3d,com.eteks.sweethome3d.model,HomePieceOfFurniture.new Comparator() {...},6,3,0,0,1,1,1,1,1,1
sweethome3d,com.eteks.sweethome3d.model,Room.Property,0,204,0,0,0,4,0,1,0,1
sweethome3d,com.eteks.sweethome3d.model,Home.new PropertyChangeListener() {...},28,6,4,0,5,1,3,1,1,1
sweethome3d,com.eteks.sweethome3d.model,Home.new Comparator() {...},17,3,2,0,4,1,2,1,1,1
sweethome3d,com.eteks.sweethome3d.model,Home.new CollectionListener() {...},20,9,3,0,5,1,3,1,1,1
sweethome3d,com.eteks.sweethome3d.model,FurnitureCatalog,19,145,2,10,3,39,2,14,0,10
sweethome3d,com.eteks.sweethome3d.model,HomePieceOfFurniture.new Comparator() {...},6,3,0,0,1,1,1,1,1,1
sweethome3d,com.eteks.sweethome3d.model,HomePieceOfFurniture.new Comparator() {...},6,3,0,0,1,1,1,1,1,1
sweethome3d,com.eteks.sweethome3d.model,HomePieceOfFurniture.new Comparator() {...},6,3,0,0,1,1,1,1,1,1
sweethome3d,com.eteks.sweethome3d.model,HomePieceOfFurniture.new Comparator() {...},6,3,0,0,1,1,1,1,1,1
sweethome3d,com.eteks.sweethome3d.model,HomePieceOfFurniture.new Comparator() {...},20,6,4,0,5,1,3,1,1,1
sweethome3d,com.eteks.sweethome3d.model,HomePieceOfFurniture.new Comparator() {...},18,3,4,0,5,1,3,1,1,1
sweethome3d,com.eteks.sweethome3d.model,Camera.Property,0,94,0,0,0,1,0,1,0,1
sweethome3d,com.eteks.sweethome3d.model,CatalogTexture,0,116,0,6,0,32,0,20,0,17
sweethome3d,com.eteks.sweethome3d.model,ObserverCamera.Property,0,34,0,0,0,1,0,1,0,1
sweethome3d,com.eteks.sweethome3d.model,HomePieceOfFurniture.new Comparator() {...},18,6,4,0,5,1,3,1,1,1
sweethome3d,com.eteks.sweethome3d.model,HomePieceOfFurniture.new Comparator() {...},6,3,0,0,1,1,1,1,1,1
sweethome3d,com.eteks.sweethome3d.model,HomePieceOfFurniture.new Comparator() {...},8,6,0,0,1,1,1,1,1,1
sweethome3d,com.eteks.sweethome3d.model,DimensionLine.Property,0,74,0,0,0,1,0,1,0,1
sweethome3d,com.eteks.sweethome3d.model,CollectionEvent,0,29,0,0,0,10,0,5,0,5
sweethome3d,com.eteks.sweethome3d.model,Camera.Lens,0,44,0,0,0,1,0,1,0,1
sweethome3d,com.eteks.sweethome3d.model,HomeLight,12,78,1,3,4,22,2,8,1,7
sweethome3d,com.eteks.sweethome3d.model,LightSource,0,41,0,0,0,14,0,7,0,7
sweethome3d,com.eteks.sweethome3d.model,HomeFurnitureGroup,96,1541,18,112,22,282,16,92,1,42
sweethome3d,com.eteks.sweethome3d.model,Camera,31,389,3,21,11,100,3,37,1,27
sweethome3d,com.eteks.sweethome3d.model,Level,23,184,3,15,7,50,3,23,1,16
sweethome3d,com.eteks.sweethome3d.model,PatternsCatalog,6,48,0,4,1,10,1,6,1,4
sweethome3d,com.eteks.sweethome3d.model,CatalogDoorOrWindow,3,178,1,1,1,23,1,10,0,10
sweethome3d,com.eteks.sweethome3d.model,Wall,306,2263,60,194,33,349,42,151,1,65
sweethome3d,com.eteks.sweethome3d.model,HomeLight.Property,0,14,0,0,0,1,0,1,0,1
sweethome3d,com.eteks.sweethome3d.model,CollectionEvent.Type,0,24,0,0,0,1,0,1,0,1
sweethome3d,com.eteks.sweethome3d.model,Room,73,1310,23,111,17,252,19,116,1,66
sweethome3d,com.eteks.sweethome3d.model,HomePieceOfFurniture.Property,0,214,0,0,0,2,0,1,0,1
sweethome3d,com.eteks.sweethome3d.model,UserPreferences.PrefixedResourceBundle,32,0,0,0,8,0,4,0,4,0
sweethome3d,com.eteks.sweethome3d.model,HomePrint.PaperOrientation,0,34,0,0,0,1,0,1,0,1
sweethome3d,com.eteks.sweethome3d.model,TexturesCatalog,19,145,1,11,3,39,1,15,0,10
sweethome3d,com.eteks.sweethome3d.model,Sash,0,33,0,0,0,12,0,6,0,6
sweethome3d,com.eteks.sweethome3d.model,LengthUnit.new LengthUnit() {...},46,42,0,2,8,15,1,11,1,10
sweethome3d,com.eteks.sweethome3d.model,LengthUnit.new LengthUnit() {...},117,100,0,16,17,28,2,17,2,9
sweethome3d,com.eteks.sweethome3d.model,LengthUnit.new LengthUnit() {...},46,46,0,2,8,15,1,11,1,10
sweethome3d,com.eteks.sweethome3d.model,UserPreferences.Property,0,184,0,0,0,5,0,1,0,1
sweethome3d,com.eteks.sweethome3d.model,LengthUnit.new LengthUnit() {...},46,46,0,2,8,15,1,11,1,10
sweethome3d,com.eteks.sweethome3d.model,Wall.Property,0,184,0,0,0,5,0,1,0,1
sweethome3d,com.eteks.sweethome3d.swing,NullableCheckBox.new ItemListener() {...},37,6,6,0,8,1,4,1,1,1
sweethome3d,com.eteks.sweethome3d.swing,NullableCheckBox.new JCheckBox() {...},24,10,2,0,4,1,2,1,1,1
sweethome3d,com.eteks.sweethome3d.swing,FurnitureTable.FurnitureTableColumnModel.new DefaultTableCellRenderer() {...},29,0,0,0,4,0,2,0,2,0
sweethome3d,com.eteks.sweethome3d.swing,IconManager.IconProxy,51,0,2,0,11,0,6,0,5,0
sweethome3d,com.eteks.sweethome3d.swing,ImportedFurnitureWizardStepsPanel.RotationPreviewComponent,611,0,4,0,59,0,9,0,7,0
